,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,pop_per_household
6249,-117.87,34.15,24.0,5745.0,735.0,2061.0,679.0,8.2827,451400.0,INLAND,1.0824742268041236,0.1279373368146214,3.035346097201767
6250,-118.27,33.92,36.0,1465.0,346.0,1147.0,324.0,1.7262,88800.0,<1H OCEAN,1.0679012345679013,0.23617747440273038,3.5401234567901234
6251,-120.94,39.32,14.0,3120.0,595.0,1569.0,556.0,3.5385,157400.0,INLAND,1.0701438848920863,0.1907051282051282,2.8219424460431655
6252,-123.38,41.8,25.0,1941.0,477.0,1000.0,390.0,2.2976,54400.0,INLAND,1.2230769230769232,0.24574961360123648,2.5641025641025643
6253,-122.79,39.08,23.0,952.0,200.0,321.0,128.0,1.5208,89000.0,INLAND,1.5625,0.21008403361344538,2.5078125
6254,-120.47,34.94,17.0,1368.0,308.0,642.0,303.0,1.8633,109400.0,<1H OCEAN,1.0165016501650166,0.22514619883040934,2.118811881188119
6255,-118.42,34.06,44.0,533.0,90.0,291.0,97.0,10.8045,500001.0,<1H OCEAN,0.9278350515463918,0.16885553470919323,3.0
6256,-121.08,38.95,18.0,1931.0,380.0,1271.0,377.0,2.7463,156100.0,INLAND,1.0079575596816976,0.1967892283790782,3.3713527851458887
6257,-121.15,38.68,6.0,9798.0,1551.0,4583.0,1494.0,5.0159,189600.0,INLAND,1.038152610441767,0.15829761175750154,3.06760374832664
6258,-118.07,33.96,30.0,928.0,230.0,913.0,214.0,2.6991,147100.0,<1H OCEAN,1.074766355140187,0.2478448275862069,4.266355140186916
6259,-122.44,37.78,39.0,1181.0,310.0,901.0,281.0,1.4866,237500.0,NEAR BAY,1.103202846975089,0.26248941574936496,3.206405693950178
6260,-117.15,32.93,16.0,2718.0,438.0,1515.0,431.0,5.1433,185300.0,<1H OCEAN,1.0162412993039442,0.16114790286975716,3.51508120649652
6261,-123.59,38.8,17.0,5202.0,1037.0,1742.0,803.0,3.1201,176100.0,NEAR OCEAN,1.2914072229140723,0.19934640522875818,2.1693648816936486
6262,-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,300600.0,INLAND,1.0846846846846847,0.16239546803345023,2.8846846846846845
6263,-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,107600.0,NEAR OCEAN,1.0128755364806867,0.20611353711790392,2.51931330472103
6264,-118.51,34.19,35.0,2537.0,418.0,1161.0,421.0,5.3028,229200.0,<1H OCEAN,0.9928741092636579,0.1647615293653922,2.7577197149643706
6265,-124.16,40.77,35.0,2141.0,438.0,1053.0,434.0,2.8529,85600.0,NEAR OCEAN,1.0092165898617511,0.20457730032695,2.4262672811059907
6266,-117.95,33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426,141300.0,<1H OCEAN,1.0172910662824208,0.22577550367764632,2.2968299711815563
6267,-122.49,37.74,44.0,1472.0,275.0,820.0,310.0,5.6826,300000.0,NEAR OCEAN,0.8870967741935484,0.18682065217391305,2.6451612903225805
6268,-117.22,34.13,10.0,5951.0,1330.0,3204.0,1159.0,2.7011,110200.0,INLAND,1.1475409836065573,0.22349185010922534,2.7644521138912856
6269,-123.07,39.12,24.0,1098.0,193.0,353.0,145.0,3.8333,92600.0,<1H OCEAN,1.3310344827586207,0.17577413479052822,2.43448275862069
6270,-122.0,37.98,36.0,404.0,77.0,237.0,88.0,4.525,161300.0,INLAND,0.875,0.1905940594059406,2.6931818181818183
6271,-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934,141900.0,<1H OCEAN,1.0149253731343284,0.18797512093987562,4.567164179104478
6272,-122.01,38.26,12.0,4132.0,710.0,2087.0,633.0,4.5987,139700.0,INLAND,1.1216429699842023,0.1718296224588577,3.296998420221169
6273,-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,94800.0,NEAR BAY,1.111731843575419,0.2220156191892897,3.515828677839851
6274,-118.18,33.77,30.0,1418.0,439.0,720.0,417.0,2.6371,159400.0,NEAR OCEAN,1.052757793764988,0.30959097320169254,1.7266187050359711
6275,-117.22,32.75,26.0,696.0,185.0,384.0,184.0,2.6121,125000.0,NEAR OCEAN,1.0054347826086956,0.26580459770114945,2.0869565217391304
6276,-120.31,37.29,40.0,1542.0,341.0,1283.0,341.0,1.6929,55900.0,INLAND,1.0,0.22114137483787288,3.7624633431085046
6277,-118.31,34.09,30.0,3165.0,1263.0,3678.0,1141.0,2.0,240600.0,<1H OCEAN,1.1069237510955303,0.3990521327014218,3.223488168273444
6278,-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,226000.0,INLAND,0.963855421686747,0.17699115044247787,2.9879518072289155
6279,-118.28,34.17,52.0,2332.0,433.0,1135.0,440.0,5.5658,331200.0,<1H OCEAN,0.9840909090909091,0.18567753001715265,2.5795454545454546
6280,-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,0.6775,350000.0,<1H OCEAN,1.2112149532710281,0.6928011404133999,1.3906542056074767
6281,-117.36,33.98,33.0,2070.0,469.0,1851.0,467.0,2.4667,80700.0,INLAND,1.0042826552462527,0.22657004830917873,3.9635974304068524
6282,-117.68,34.15,4.0,4082.0,578.0,1996.0,580.0,6.7813,286300.0,INLAND,0.996551724137931,0.14159725624693778,3.4413793103448276
6283,-122.26,37.54,5.0,1649.0,388.0,779.0,376.0,6.9635,417300.0,NEAR BAY,1.0319148936170213,0.23529411764705882,2.0718085106382977
6284,-120.06,36.97,35.0,1859.0,428.0,1208.0,399.0,1.4044,61700.0,INLAND,1.0726817042606516,0.23023130715438409,3.0275689223057642
6285,-121.02,36.24,12.0,2198.0,507.0,1971.0,502.0,2.6801,100000.0,<1H OCEAN,1.0099601593625498,0.23066424021838033,3.9262948207171315
6286,-117.09,32.62,37.0,1925.0,428.0,1344.0,426.0,2.4866,129700.0,NEAR OCEAN,1.0046948356807512,0.22233766233766233,3.1549295774647885
6287,-117.1,34.57,6.0,5110.0,1044.0,1938.0,724.0,3.1917,112800.0,INLAND,1.441988950276243,0.20430528375733856,2.6767955801104972
6288,-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,184500.0,NEAR OCEAN,0.9928057553956835,0.186297671279109,2.0899280575539567
6289,-118.08,33.97,35.0,825.0,155.0,590.0,144.0,4.6333,161200.0,<1H OCEAN,1.0763888888888888,0.18787878787878787,4.097222222222222
6290,-119.19,34.28,28.0,3231.0,524.0,1665.0,540.0,4.8583,224200.0,NEAR OCEAN,0.9703703703703703,0.16217889198390592,3.0833333333333335
6291,-121.67,40.89,17.0,2548.0,537.0,1118.0,461.0,2.267,57800.0,INLAND,1.1648590021691974,0.2107535321821036,2.4251626898047722
6292,-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,105400.0,<1H OCEAN,1.0434782608695652,0.21374045801526717,3.0683229813664594
6293,-117.14,32.75,25.0,1908.0,513.0,956.0,467.0,2.4828,133300.0,NEAR OCEAN,1.0985010706638116,0.2688679245283019,2.0471092077087794
6294,-118.1,33.74,33.0,2119.0,524.0,872.0,465.0,4.537,495500.0,NEAR OCEAN,1.1268817204301076,0.24728645587541292,1.875268817204301
6295,-122.35,37.96,32.0,1991.0,504.0,1139.0,423.0,2.0353,113600.0,NEAR BAY,1.1914893617021276,0.2531391260673029,2.692671394799054
6296,-120.73,37.38,23.0,1451.0,292.0,1052.0,265.0,2.8698,72900.0,INLAND,1.1018867924528302,0.20124052377670573,3.969811320754717
6297,-122.13,38.01,51.0,1262.0,309.0,608.0,298.0,2.1974,139300.0,NEAR BAY,1.0369127516778522,0.24484944532488115,2.040268456375839
6298,-117.12,32.69,46.0,200.0,77.0,180.0,65.0,1.0658,93800.0,NEAR OCEAN,1.1846153846153846,0.385,2.769230769230769
6299,-118.11,33.8,36.0,1837.0,319.0,810.0,305.0,4.3897,235000.0,<1H OCEAN,1.0459016393442624,0.17365269461077845,2.6557377049180326
6300,-122.08,37.39,39.0,2210.0,483.0,1023.0,450.0,4.5833,342400.0,NEAR BAY,1.0733333333333333,0.21855203619909502,2.2733333333333334
6301,-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128,225000.0,<1H OCEAN,1.1,0.2870299309286262,2.0191176470588235
6302,-118.2,33.93,41.0,857.0,201.0,934.0,227.0,2.6339,145700.0,<1H OCEAN,0.8854625550660793,0.23453908984830804,4.11453744493392
6303,-121.77,36.91,8.0,2715.0,750.0,2580.0,718.0,2.8348,162000.0,<1H OCEAN,1.0445682451253482,0.27624309392265195,3.5933147632311977
6304,-122.01,37.4,24.0,1297.0,297.0,441.0,282.0,3.1439,47500.0,<1H OCEAN,1.053191489361702,0.2289899768696993,1.5638297872340425
6305,-118.02,34.14,31.0,6854.0,1578.0,4131.0,1524.0,3.5878,222800.0,INLAND,1.0354330708661417,0.23023052232273125,2.7106299212598426
6306,-122.44,37.8,52.0,1603.0,487.0,727.0,464.0,3.9856,500001.0,NEAR BAY,1.0495689655172413,0.3038053649407361,1.5668103448275863
6307,-122.54,37.62,35.0,1481.0,277.0,747.0,254.0,4.4286,262100.0,NEAR OCEAN,1.0905511811023623,0.18703578663065495,2.940944881889764
6308,-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597,383100.0,<1H OCEAN,0.9486552567237164,0.1536025336500396,2.6699266503667483
6309,-121.57,39.76,20.0,1384.0,257.0,557.0,232.0,2.0882,104900.0,INLAND,1.1077586206896552,0.1856936416184971,2.4008620689655173
6310,-121.48,38.57,47.0,2438.0,804.0,1148.0,747.0,1.4301,141700.0,INLAND,1.0763052208835342,0.32977850697292865,1.536813922356091
6311,-118.13,34.07,32.0,1880.0,428.0,1404.0,424.0,3.085,220500.0,<1H OCEAN,1.009433962264151,0.2276595744680851,3.311320754716981
6312,-119.71,34.42,39.0,1172.0,322.0,606.0,316.0,2.16,259100.0,<1H OCEAN,1.018987341772152,0.27474402730375425,1.9177215189873418
6313,-115.57,32.85,17.0,1039.0,256.0,728.0,246.0,1.7411,63500.0,INLAND,1.0406504065040652,0.24639076034648702,2.959349593495935
6314,-118.14,34.01,42.0,1007.0,277.0,1060.0,268.0,3.0179,153700.0,<1H OCEAN,1.0335820895522387,0.27507447864945384,3.955223880597015
6315,-118.45,34.18,33.0,2077.0,486.0,1021.0,450.0,3.6019,225000.0,<1H OCEAN,1.08,0.2339913336543091,2.2688888888888887
6316,-121.49,39.52,25.0,848.0,153.0,436.0,155.0,3.9028,93800.0,INLAND,0.9870967741935484,0.1804245283018868,2.8129032258064517
6317,-117.91,33.81,18.0,1181.0,353.0,781.0,340.0,2.5625,153100.0,<1H OCEAN,1.0382352941176471,0.2988992379339543,2.2970588235294116
6318,-117.32,34.03,13.0,3853.0,761.0,1685.0,669.0,3.9024,122400.0,INLAND,1.1375186846038865,0.1975084349857254,2.5186846038863977
6319,-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,5.9734,271700.0,<1H OCEAN,1.0490196078431373,0.16534672590303265,2.6838235294117645
6320,-118.9,35.26,31.0,6145.0,1492.0,5666.0,1457.0,1.9066,54600.0,INLAND,1.0240219629375429,0.24279902359641986,3.888812628689087
6321,-117.26,32.81,25.0,2076.0,586.0,1060.0,554.0,2.8421,227800.0,NEAR OCEAN,1.0577617328519855,0.28227360308285165,1.9133574007220218
6322,-121.9,37.25,28.0,2714.0,502.0,1389.0,490.0,5.7385,240400.0,<1H OCEAN,1.0244897959183674,0.184966838614591,2.8346938775510204
6323,-122.7,38.66,43.0,1384.0,284.0,582.0,224.0,3.9063,210000.0,<1H OCEAN,1.2678571428571428,0.20520231213872833,2.5982142857142856
6324,-118.41,34.18,43.0,1840.0,356.0,966.0,323.0,4.7171,237900.0,<1H OCEAN,1.1021671826625388,0.1934782608695652,2.9907120743034055
6325,-121.63,36.68,24.0,2591.0,739.0,3243.0,702.0,2.1766,108500.0,<1H OCEAN,1.0527065527065527,0.28521806252412196,4.619658119658119
6326,-117.06,32.61,34.0,4325.0,1015.0,2609.0,979.0,2.8489,128300.0,NEAR OCEAN,1.0367722165474975,0.23468208092485549,2.664964249233912
6327,-117.16,32.72,27.0,1245.0,471.0,653.0,451.0,1.2668,225000.0,NEAR OCEAN,1.0443458980044347,0.3783132530120482,1.4478935698447895
6328,-116.99,32.81,25.0,4436.0,758.0,1997.0,738.0,4.2386,201000.0,<1H OCEAN,1.02710027100271,0.1708746618575293,2.705962059620596
6329,-122.89,38.38,16.0,2017.0,369.0,931.0,336.0,5.7664,267500.0,<1H OCEAN,1.0982142857142858,0.18294496777392166,2.7708333333333335
6330,-121.73,38.13,40.0,1266.0,257.0,547.0,247.0,3.0288,164400.0,INLAND,1.040485829959514,0.20300157977883096,2.214574898785425
6331,-120.61,37.32,18.0,5009.0,826.0,2497.0,805.0,4.25,146300.0,INLAND,1.0260869565217392,0.16490317428628468,3.101863354037267
6332,-118.37,33.88,27.0,1688.0,331.0,811.0,327.0,4.5357,334200.0,<1H OCEAN,1.0122324159021407,0.19609004739336494,2.4801223241590216
6333,-117.67,33.51,17.0,2112.0,480.0,1893.0,433.0,4.0388,120400.0,<1H OCEAN,1.1085450346420322,0.22727272727272727,4.371824480369515
6334,-117.66,34.12,22.0,2272.0,278.0,933.0,305.0,8.8204,390500.0,INLAND,0.9114754098360656,0.12235915492957747,3.059016393442623
6335,-121.82,38.02,46.0,176.0,43.0,101.0,40.0,2.2361,93800.0,INLAND,1.075,0.24431818181818182,2.525
6336,-118.7,34.28,25.0,2377.0,491.0,1200.0,439.0,4.7083,196100.0,<1H OCEAN,1.1184510250569477,0.20656289440471182,2.733485193621868
6337,-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,169800.0,NEAR OCEAN,1.040673211781206,0.17802303262955854,2.9396914446002804
6338,-118.14,33.86,37.0,1404.0,257.0,652.0,258.0,4.2062,195400.0,<1H OCEAN,0.9961240310077519,0.18304843304843305,2.5271317829457365
6339,-121.43,37.73,40.0,1718.0,391.0,1312.0,388.0,2.9955,134700.0,INLAND,1.0077319587628866,0.22759022118742725,3.381443298969072
6340,-122.11,37.67,36.0,2110.0,389.0,952.0,370.0,3.8,187500.0,NEAR BAY,1.0513513513513513,0.1843601895734597,2.572972972972973
6341,-121.56,39.53,12.0,1733.0,421.0,1861.0,415.0,1.5771,65200.0,INLAND,1.0144578313253012,0.24293133294864397,4.48433734939759
6342,-121.33,38.04,15.0,2903.0,440.0,1325.0,423.0,4.5179,145600.0,INLAND,1.0401891252955082,0.15156734412676542,3.132387706855792
6343,-119.74,36.74,39.0,4893.0,1210.0,4749.0,1067.0,1.2065,55600.0,INLAND,1.134020618556701,0.24729204986715717,4.450796626054358
6344,-122.46,37.67,16.0,3372.0,1101.0,2049.0,1021.0,4.1303,146500.0,NEAR OCEAN,1.078354554358472,0.3265124555160142,2.006856023506366
6345,-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,500001.0,<1H OCEAN,1.1672240802675586,0.14927288280581694,2.580267558528428
6346,-118.99,35.37,38.0,918.0,220.0,743.0,222.0,1.7292,58100.0,INLAND,0.990990990990991,0.23965141612200436,3.3468468468468466
6347,-117.11,32.58,12.0,1086.0,294.0,870.0,290.0,2.4213,132500.0,NEAR OCEAN,1.013793103448276,0.27071823204419887,3.0
6348,-120.86,37.49,22.0,2140.0,445.0,1441.0,409.0,2.4706,89400.0,INLAND,1.0880195599022005,0.20794392523364486,3.5232273838630808
6349,-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,152100.0,<1H OCEAN,1.065625,0.43384223918575066,3.871875
6350,-117.87,34.12,33.0,2059.0,361.0,1073.0,339.0,4.2454,183800.0,<1H OCEAN,1.064896755162242,0.17532782904322486,3.1651917404129795
6351,-122.28,37.85,52.0,2246.0,472.0,1005.0,449.0,2.4167,152700.0,NEAR BAY,1.0512249443207127,0.21015138023152272,2.2383073496659245
6352,-119.45,36.48,38.0,402.0,86.0,311.0,87.0,3.1719,106300.0,INLAND,0.9885057471264368,0.21393034825870647,3.574712643678161
6353,-118.03,34.01,10.0,6531.0,1036.0,2975.0,1018.0,6.2319,403700.0,<1H OCEAN,1.0176817288801572,0.15862808145766344,2.9223968565815324
6354,-117.36,33.6,10.0,4097.0,813.0,2082.0,731.0,3.2258,159300.0,<1H OCEAN,1.1121751025991793,0.19843788137661703,2.848153214774282
6355,-121.8,37.23,18.0,3179.0,526.0,1663.0,507.0,5.9225,265800.0,<1H OCEAN,1.0374753451676528,0.16546083674111356,3.280078895463511
6356,-118.18,33.79,42.0,1571.0,435.0,1631.0,417.0,1.6384,128000.0,NEAR OCEAN,1.0431654676258992,0.27689369828134947,3.9112709832134294
6357,-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,187500.0,<1H OCEAN,0.9698046181172292,0.19327433628318583,3.3889875666074603
6358,-117.71,34.09,36.0,2637.0,476.0,1385.0,483.0,4.1739,158700.0,INLAND,0.9855072463768116,0.18050815320439895,2.867494824016563
6359,-121.86,37.42,20.0,5032.0,808.0,2695.0,801.0,6.6227,264800.0,<1H OCEAN,1.0087390761548065,0.16057233704292528,3.3645443196004994
6360,-118.15,33.95,31.0,1053.0,230.0,686.0,211.0,4.0,263200.0,<1H OCEAN,1.0900473933649288,0.2184235517568851,3.251184834123223
6361,-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,83800.0,INLAND,0.9468085106382979,0.18052738336713997,2.0106382978723403
6362,-117.96,33.94,34.0,2228.0,399.0,1159.0,378.0,4.8906,228900.0,<1H OCEAN,1.0555555555555556,0.17908438061041293,3.066137566137566
6363,-121.95,37.32,39.0,1164.0,199.0,619.0,231.0,4.6304,263200.0,<1H OCEAN,0.8614718614718615,0.17096219931271478,2.6796536796536796
6364,-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192,158300.0,<1H OCEAN,1.1584852734922861,0.32829888712241656,4.698457223001403
6365,-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,189600.0,NEAR BAY,1.0296052631578947,0.17544843049327355,2.5921052631578947
6366,-118.32,33.88,35.0,1818.0,339.0,828.0,319.0,4.3036,282100.0,<1H OCEAN,1.0626959247648904,0.18646864686468648,2.595611285266458
6367,-117.86,33.75,39.0,275.0,87.0,554.0,103.0,3.5972,158000.0,<1H OCEAN,0.8446601941747572,0.31636363636363635,5.378640776699029
6368,-117.85,33.79,40.0,1251.0,336.0,729.0,343.0,2.4688,236400.0,<1H OCEAN,0.9795918367346939,0.2685851318944844,2.1253644314868803
6369,-118.03,34.14,31.0,4353.0,1117.0,2338.0,1037.0,3.0727,242600.0,INLAND,1.0771456123432979,0.2566046404778314,2.2545805207328833
6370,-121.3,38.89,23.0,1750.0,297.0,1012.0,315.0,3.4706,99300.0,INLAND,0.9428571428571428,0.1697142857142857,3.212698412698413
6371,-118.05,33.81,26.0,2523.0,437.0,1377.0,450.0,5.2542,234600.0,<1H OCEAN,0.9711111111111111,0.17320650019817677,3.06
6372,-118.22,33.96,32.0,2232.0,603.0,2361.0,608.0,2.5966,170900.0,<1H OCEAN,0.9917763157894737,0.2701612903225806,3.883223684210526
6373,-119.78,36.86,10.0,2902.0,363.0,1200.0,363.0,8.3608,187300.0,INLAND,1.0,0.12508614748449345,3.3057851239669422
6374,-117.78,33.68,11.0,1994.0,477.0,849.0,411.0,4.0187,235600.0,<1H OCEAN,1.1605839416058394,0.23921765295887662,2.065693430656934
6375,-117.58,33.87,34.0,1511.0,272.0,773.0,265.0,3.5313,142100.0,INLAND,1.0264150943396226,0.1800132362673726,2.9169811320754717
6376,-122.49,37.78,52.0,3440.0,722.0,1663.0,665.0,3.0278,356300.0,NEAR BAY,1.0857142857142856,0.20988372093023255,2.5007518796992483
6377,-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,500001.0,<1H OCEAN,1.0146699266503667,0.1399190829399865,3.0097799511002443
6378,-121.37,38.42,18.0,2643.0,502.0,1755.0,541.0,3.3281,91200.0,INLAND,0.9279112754158965,0.18993567915247825,3.243992606284658
6379,-117.58,33.87,17.0,2772.0,449.0,1685.0,461.0,5.0464,163900.0,INLAND,0.9739696312364425,0.16197691197691197,3.6550976138828633
6380,-117.02,32.78,31.0,2567.0,,1198.0,499.0,3.4659,163000.0,<1H OCEAN,,,2.400801603206413
6381,-118.21,33.88,32.0,1507.0,379.0,1082.0,350.0,3.225,138200.0,<1H OCEAN,1.082857142857143,0.2514930325149303,3.0914285714285716
6382,-117.1,32.69,37.0,1269.0,340.0,1369.0,302.0,2.2102,87200.0,NEAR OCEAN,1.1258278145695364,0.26792750197005516,4.533112582781457
6383,-118.34,34.18,46.0,1393.0,301.0,714.0,295.0,2.8125,229900.0,<1H OCEAN,1.0203389830508474,0.21608040201005024,2.4203389830508475
6384,-118.13,34.12,46.0,3156.0,430.0,1109.0,423.0,10.7397,500001.0,<1H OCEAN,1.016548463356974,0.13624841571609633,2.6217494089834514
6385,-117.78,33.76,25.0,2260.0,261.0,719.0,254.0,11.4537,500001.0,<1H OCEAN,1.0275590551181102,0.11548672566371682,2.8307086614173227
6386,-116.96,33.94,22.0,1999.0,497.0,1304.0,479.0,1.4063,81900.0,INLAND,1.0375782881002087,0.24862431215607803,2.722338204592902
6387,-122.95,40.71,26.0,2231.0,421.0,987.0,364.0,2.4792,88800.0,INLAND,1.1565934065934067,0.18870461676378306,2.7115384615384617
6388,-117.76,34.1,28.0,4086.0,871.0,1973.0,853.0,2.621,202200.0,INLAND,1.0211019929660023,0.21316691140479688,2.313012895662368
6389,-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,289000.0,<1H OCEAN,0.9899280575539569,0.1506459382526823,3.0244604316546764
6390,-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,137600.0,INLAND,1.1805555555555556,0.22386094284961813,3.290277777777778
6391,-122.17,37.75,44.0,1218.0,248.0,763.0,254.0,2.3281,88800.0,NEAR BAY,0.9763779527559056,0.20361247947454844,3.0039370078740157
6392,-122.09,37.68,41.0,1382.0,353.0,704.0,314.0,3.5114,197500.0,NEAR BAY,1.124203821656051,0.25542691751085383,2.2420382165605095
6393,-121.42,38.63,42.0,1385.0,273.0,740.0,274.0,2.6055,78000.0,INLAND,0.9963503649635036,0.19711191335740072,2.7007299270072993
6394,-118.88,34.42,20.0,728.0,120.0,360.0,115.0,6.1244,375000.0,<1H OCEAN,1.0434782608695652,0.16483516483516483,3.130434782608696
6395,-118.17,33.94,17.0,1145.0,209.0,499.0,202.0,4.6389,165500.0,<1H OCEAN,1.0346534653465347,0.18253275109170305,2.4702970297029703
6396,-118.1,33.92,35.0,2017.0,383.0,1388.0,386.0,4.0774,171600.0,<1H OCEAN,0.9922279792746114,0.18988596926127913,3.5958549222797926
6397,-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,127900.0,<1H OCEAN,1.027027027027027,0.27226202661207777,4.185328185328185
6398,-122.19,39.92,20.0,2563.0,658.0,1363.0,611.0,1.023,54200.0,INLAND,1.0769230769230769,0.25673039406944986,2.230769230769231
6399,-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838,500001.0,NEAR OCEAN,1.125,0.15878760461434066,2.296474358974359
6400,-121.76,36.77,27.0,1608.0,503.0,2031.0,498.0,2.3384,121000.0,<1H OCEAN,1.0100401606425702,0.31281094527363185,4.078313253012048
6401,-118.35,34.06,52.0,3446.0,1360.0,1768.0,1245.0,2.4722,500001.0,<1H OCEAN,1.0923694779116466,0.3946604759141033,1.4200803212851405
6402,-118.22,33.98,32.0,2643.0,737.0,2784.0,711.0,2.5352,184400.0,<1H OCEAN,1.0365682137834036,0.27884979190314035,3.9156118143459917
6403,-118.44,34.15,29.0,5474.0,1457.0,2352.0,1326.0,3.415,382500.0,<1H OCEAN,1.098793363499246,0.26616733649981733,1.7737556561085972
6404,-118.29,34.03,42.0,1680.0,557.0,2099.0,526.0,1.9167,136400.0,<1H OCEAN,1.05893536121673,0.33154761904761904,3.9904942965779466
6405,-122.03,37.31,19.0,2885.0,859.0,1520.0,784.0,3.375,275700.0,<1H OCEAN,1.0956632653061225,0.2977469670710572,1.9387755102040816
6406,-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,398600.0,NEAR BAY,0.9942307692307693,0.14106412005457025,2.826923076923077
6407,-117.27,32.85,26.0,1373.0,,608.0,268.0,4.425,475000.0,NEAR OCEAN,,,2.2686567164179103
6408,-118.13,34.1,26.0,3050.0,825.0,2153.0,772.0,3.1103,214100.0,<1H OCEAN,1.0686528497409327,0.27049180327868855,2.788860103626943
6409,-118.79,34.26,17.0,1986.0,249.0,761.0,241.0,7.2137,401900.0,<1H OCEAN,1.033195020746888,0.12537764350453173,3.1576763485477177
6410,-122.06,37.4,21.0,12855.0,3226.0,7273.0,3052.0,4.3351,267400.0,NEAR BAY,1.0570117955439056,0.2509529366005445,2.38302752293578
6411,-117.06,32.73,33.0,3444.0,619.0,1884.0,582.0,3.7891,126700.0,NEAR OCEAN,1.063573883161512,0.179732868757259,3.2371134020618557
6412,-122.62,38.96,16.0,1914.0,446.0,828.0,332.0,2.0577,69000.0,INLAND,1.3433734939759037,0.2330198537095089,2.4939759036144578
6413,-121.98,38.05,31.0,2810.0,518.0,1640.0,503.0,3.3661,98500.0,INLAND,1.0298210735586482,0.18434163701067616,3.2604373757455267
6414,-117.22,32.87,14.0,3512.0,807.0,1835.0,792.0,3.35,171000.0,NEAR OCEAN,1.018939393939394,0.22978359908883828,2.316919191919192
6415,-117.93,33.74,30.0,1654.0,434.0,1843.0,467.0,3.1403,153000.0,<1H OCEAN,0.9293361884368309,0.2623941958887545,3.9464668094218416
6416,-117.18,32.69,48.0,2764.0,491.0,978.0,449.0,5.1249,432400.0,NEAR OCEAN,1.0935412026726057,0.1776410998552822,2.178173719376392
6417,-123.78,40.05,17.0,2019.0,496.0,899.0,347.0,2.1864,101900.0,<1H OCEAN,1.4293948126801153,0.2456661713719663,2.590778097982709
6418,-116.19,33.67,16.0,1859.0,476.0,1994.0,477.0,1.7297,67500.0,INLAND,0.9979035639412998,0.2560516406670253,4.180293501048218
6419,-117.74,35.65,15.0,2357.0,484.0,1110.0,442.0,3.1755,81700.0,INLAND,1.0950226244343892,0.20534577853203226,2.51131221719457
6420,-120.27,38.02,13.0,3839.0,715.0,1486.0,532.0,3.1875,99800.0,INLAND,1.343984962406015,0.18624641833810887,2.793233082706767
6421,-117.96,33.86,35.0,2181.0,371.0,1249.0,358.0,4.2937,183200.0,<1H OCEAN,1.0363128491620113,0.17010545621274645,3.488826815642458
6422,-122.05,37.95,27.0,3513.0,791.0,1875.0,694.0,3.1838,182000.0,NEAR BAY,1.1397694524495676,0.22516367776828922,2.701729106628242
6423,-118.47,34.0,42.0,1271.0,301.0,574.0,312.0,3.1304,340500.0,<1H OCEAN,0.9647435897435898,0.23682140047206923,1.8397435897435896
6424,-118.08,33.97,36.0,1620.0,298.0,1258.0,309.0,3.9773,166700.0,<1H OCEAN,0.9644012944983819,0.18395061728395062,4.0711974110032365
6425,-122.22,38.1,38.0,931.0,181.0,566.0,207.0,3.0221,93300.0,NEAR BAY,0.8743961352657005,0.19441460794844254,2.7342995169082127
6426,-121.8,39.33,30.0,1019.0,192.0,501.0,185.0,2.5259,81300.0,INLAND,1.037837837837838,0.18842001962708538,2.708108108108108
6427,-118.43,33.99,45.0,2092.0,451.0,1190.0,429.0,3.8021,323000.0,<1H OCEAN,1.0512820512820513,0.2155831739961759,2.773892773892774
6428,-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,352100.0,<1H OCEAN,0.9530516431924883,0.17560553633217993,2.4131455399061035
